District,Year,Crime_Type,Total,Source
Etah,2020,Cyber Crimes,36,NCRB
Etah,2021,Cyber Crimes,130,NCRB
Etah,2022,Cyber Crimes,56,NCRB
Etah,2023,Cyber Crimes,77,NCRB
Etah,2016,IPC Crimes,2882,NCRB
Etah,2018,IPC Crimes,3921,NCRB
Etah,2019,IPC Crimes,4029,NCRB
Etah,2020,IPC Crimes,3864,NCRB
Etah,2021,IPC Crimes,4192,NCRB
Etah,2022,IPC Crimes,4437,NCRB
Etah,2023,IPC Crimes,4760,NCRB
Etah,2018,Juvenile IPC,0,NCRB
Etah,2019,Juvenile IPC,0,NCRB
Etah,2020,Juvenile IPC,0,NCRB
Etah,2021,Juvenile IPC,0,NCRB
Etah,2022,Juvenile IPC,0,NCRB
Etah,2023,Juvenile IPC,0,NCRB
Etah,2018,Juvenile SLL,0,NCRB
Etah,2019,Juvenile SLL,0,NCRB
Etah,2020,Juvenile SLL,0,NCRB
Etah,2021,Juvenile SLL,0,NCRB
Etah,2022,Juvenile SLL,0,NCRB
Etah,2023,Juvenile SLL,0,NCRB
Etah,2018,Missing Persons,0,NCRB
Etah,2019,Missing Persons,0,NCRB
Etah,2020,Missing Persons,0,NCRB
Etah,2021,Missing Persons,73,NCRB
Etah,2022,Missing Persons,71,NCRB
Etah,2023,Missing Persons,77,NCRB
Etah,2016,SLL Crimes,3437,NCRB
Etah,2018,SLL Crimes,2563,NCRB
Etah,2019,SLL Crimes,2573,NCRB
Etah,2020,SLL Crimes,2523,NCRB
Etah,2021,SLL Crimes,1762,NCRB
Etah,2022,SLL Crimes,5640,NCRB
Etah,2023,SLL Crimes,988,NCRB
Etawah,2014,Assault,871,Kaggle
Etawah,2015,Assault,1198,Kaggle
Etawah,2016,Assault,960,Kaggle
Etawah,2017,Assault,1063,Kaggle
Etawah,2018,Assault,690,Kaggle
Etawah,2019,Assault,392,Kaggle
Etawah,2020,Assault,981,Kaggle
Etawah,2021,Assault,949,Kaggle
Etawah,2022,Assault,291,Kaggle
Etawah,2023,Assault,630,Kaggle
Etawah,2014,Burglary,615,Kaggle
Etawah,2015,Burglary,543,Kaggle
Etawah,2016,Burglary,346,Kaggle
Etawah,2017,Burglary,780,Kaggle
Etawah,2018,Burglary,943,Kaggle
Etawah,2019,Burglary,1023,Kaggle
Etawah,2020,Burglary,47,Kaggle
Etawah,2021,Burglary,687,Kaggle
Etawah,2022,Burglary,1146,Kaggle
Etawah,2023,Burglary,1022,Kaggle
Etawah,2016,Crimes Against Children,158,NCRB
Etawah,2018,Crimes Against Children,209,NCRB
Etawah,2019,Crimes Against Children,162,NCRB
Etawah,2020,Crimes Against Children,82,NCRB
Etawah,2021,Crimes Against Children,145,NCRB
Etawah,2022,Crimes Against Children,124,NCRB
Etawah,2023,Crimes Against Children,173,NCRB
Etawah,2016,Crimes Against SCs,144,NCRB
Etawah,2018,Crimes Against SCs,96,NCRB
Etawah,2019,Crimes Against SCs,54,NCRB
Etawah,2020,Crimes Against SCs,95,NCRB
Etawah,2021,Crimes Against SCs,136,NCRB
Etawah,2022,Crimes Against SCs,109,NCRB
Etawah,2023,Crimes Against SCs,113,NCRB
Etawah,2016,Crimes Against STs,5,NCRB
Etawah,2016,Crimes Against STs,0,NCRB
Etawah,2018,Crimes Against STs,0,NCRB
Etawah,2019,Crimes Against STs,0,NCRB
Etawah,2020,Crimes Against STs,0,NCRB
Etawah,2021,Crimes Against STs,0,NCRB
Etawah,2022,Crimes Against STs,0,NCRB
Etawah,2023,Crimes Against STs,0,NCRB
Etawah,2016,Crimes Against Women,598,NCRB
Etawah,2018,Crimes Against Women,530,NCRB
Etawah,2019,Crimes Against Women,314,NCRB
Etawah,2020,Crimes Against Women,296,NCRB
Etawah,2021,Crimes Against Women,413,NCRB
Etawah,2022,Crimes Against Women,369,NCRB
Etawah,2023,Crimes Against Women,439,NCRB
Etawah,2018,Cyber Crimes,58,NCRB
Etawah,2019,Cyber Crimes,29,NCRB
Etawah,2020,Cyber Crimes,42,NCRB
Etawah,2021,Cyber Crimes,26,NCRB
Etawah,2022,Cyber Crimes,27,NCRB
Etawah,2023,Cyber Crimes,39,NCRB
Etawah,2014,Cybercrime,198,Kaggle
Etawah,2015,Cybercrime,404,Kaggle
Etawah,2016,Cybercrime,660,Kaggle
Etawah,2017,Cybercrime,1045,Kaggle
Etawah,2018,Cybercrime,88,Kaggle
Etawah,2019,Cybercrime,203,Kaggle
Etawah,2020,Cybercrime,917,Kaggle
Etawah,2021,Cybercrime,594,Kaggle
Etawah,2022,Cybercrime,325,Kaggle
Etawah,2023,Cybercrime,503,Kaggle
Etawah,2014,Dowry Deaths,1116,Kaggle
Etawah,2015,Dowry Deaths,501,Kaggle
Etawah,2016,Dowry Deaths,458,Kaggle
Etawah,2017,Dowry Deaths,941,Kaggle
Etawah,2018,Dowry Deaths,132,Kaggle
Etawah,2019,Dowry Deaths,600,Kaggle
Etawah,2020,Dowry Deaths,690,Kaggle
Etawah,2021,Dowry Deaths,794,Kaggle
Etawah,2022,Dowry Deaths,890,Kaggle
Etawah,2023,Dowry Deaths,422,Kaggle
Etawah,2014,Fraud,412,Kaggle
Etawah,2015,Fraud,83,Kaggle
Etawah,2016,Fraud,1196,Kaggle
Etawah,2017,Fraud,550,Kaggle
Etawah,2018,Fraud,1109,Kaggle
Etawah,2019,Fraud,769,Kaggle
Etawah,2020,Fraud,424,Kaggle
Etawah,2021,Fraud,48,Kaggle
Etawah,2022,Fraud,562,Kaggle
Etawah,2023,Fraud,372,Kaggle
Etawah,2016,IPC Crimes,3620,NCRB
Etawah,2018,IPC Crimes,3107,NCRB
Etawah,2019,IPC Crimes,2392,NCRB
Etawah,2020,IPC Crimes,3076,NCRB
Etawah,2021,IPC Crimes,3027,NCRB
Etawah,2022,IPC Crimes,3203,NCRB
Etawah,2023,IPC Crimes,2871,NCRB
Etawah,2018,Juvenile IPC,107,NCRB
Etawah,2019,Juvenile IPC,103,NCRB
Etawah,2020,Juvenile IPC,0,NCRB
Etawah,2021,Juvenile IPC,94,NCRB
Etawah,2022,Juvenile IPC,171,NCRB
Etawah,2023,Juvenile IPC,29,NCRB
Etawah,2018,Juvenile SLL,17,NCRB
Etawah,2019,Juvenile SLL,33,NCRB
Etawah,2020,Juvenile SLL,0,NCRB
Etawah,2021,Juvenile SLL,12,NCRB
Etawah,2022,Juvenile SLL,10,NCRB
Etawah,2023,Juvenile SLL,0,NCRB
Etawah,2014,Kidnapping,415,Kaggle
Etawah,2015,Kidnapping,747,Kaggle
Etawah,2016,Kidnapping,199,Kaggle
Etawah,2017,Kidnapping,1190,Kaggle
Etawah,2018,Kidnapping,673,Kaggle
Etawah,2019,Kidnapping,423,Kaggle
Etawah,2020,Kidnapping,201,Kaggle
Etawah,2021,Kidnapping,550,Kaggle
Etawah,2022,Kidnapping,208,Kaggle
Etawah,2023,Kidnapping,251,Kaggle
Etawah,2018,Missing Persons,0,NCRB
Etawah,2019,Missing Persons,0,NCRB
Etawah,2020,Missing Persons,0,NCRB
Etawah,2021,Missing Persons,147,NCRB
Etawah,2022,Missing Persons,212,NCRB
Etawah,2023,Missing Persons,112,NCRB
Etawah,2014,Murder,527,Kaggle
Etawah,2015,Murder,412,Kaggle
Etawah,2016,Murder,868,Kaggle
Etawah,2017,Murder,254,Kaggle
Etawah,2018,Murder,702,Kaggle
Etawah,2019,Murder,725,Kaggle
Etawah,2020,Murder,984,Kaggle
Etawah,2021,Murder,366,Kaggle
Etawah,2022,Murder,704,Kaggle
Etawah,2023,Murder,195,Kaggle
Etawah,2014,Rape,426,Kaggle
Etawah,2015,Rape,610,Kaggle
Etawah,2016,Rape,33,Kaggle
Etawah,2017,Rape,1108,Kaggle
Etawah,2018,Rape,1026,Kaggle
Etawah,2019,Rape,1054,Kaggle
Etawah,2020,Rape,1173,Kaggle
Etawah,2021,Rape,60,Kaggle
Etawah,2022,Rape,1115,Kaggle
Etawah,2023,Rape,125,Kaggle
Etawah,2014,Robbery,1018,Kaggle
Etawah,2015,Robbery,735,Kaggle
Etawah,2016,Robbery,1162,Kaggle
Etawah,2017,Robbery,349,Kaggle
Etawah,2018,Robbery,221,Kaggle
Etawah,2019,Robbery,227,Kaggle
Etawah,2020,Robbery,1134,Kaggle
Etawah,2021,Robbery,228,Kaggle
Etawah,2022,Robbery,719,Kaggle
Etawah,2023,Robbery,1000,Kaggle
Etawah,2016,SLL Crimes,2218,NCRB
Etawah,2018,SLL Crimes,2162,NCRB
Etawah,2019,SLL Crimes,2978,NCRB
Etawah,2020,SLL Crimes,3226,NCRB
Etawah,2021,SLL Crimes,2270,NCRB
Etawah,2022,SLL Crimes,4828,NCRB
Etawah,2023,SLL Crimes,4597,NCRB
Etawah,2014,Theft,880,Kaggle
Etawah,2015,Theft,723,Kaggle
Etawah,2016,Theft,461,Kaggle
Etawah,2017,Theft,492,Kaggle
Etawah,2018,Theft,1068,Kaggle
Etawah,2019,Theft,193,Kaggle
Etawah,2020,Theft,1100,Kaggle
Etawah,2021,Theft,653,Kaggle
Etawah,2022,Theft,915,Kaggle
Etawah,2023,Theft,424,Kaggle
Faizabad,2016,Crimes Against Children,133,NCRB
Faizabad,2016,Crimes Against SCs,173,NCRB
Faizabad,2016,Crimes Against STs,0,NCRB
Faizabad,2016,Crimes Against STs,0,NCRB
Faizabad,2016,Crimes Against Women,440,NCRB
Faizabad,2016,IPC Crimes,2746,NCRB
Faizabad,2016,SLL Crimes,1805,NCRB
Fatehgarh,2016,Crimes Against Children,188,NCRB
Fatehgarh,2018,Crimes Against Children,361,NCRB
Fatehgarh,2019,Crimes Against Children,249,NCRB
Fatehgarh,2020,Crimes Against Children,178,NCRB
Fatehgarh,2021,Crimes Against Children,145,NCRB
Fatehgarh,2022,Crimes Against Children,229,NCRB
Fatehgarh,2023,Crimes Against Children,223,NCRB
Fatehgarh,2016,Crimes Against SCs,108,NCRB
Fatehgarh,2018,Crimes Against SCs,74,NCRB
Fatehgarh,2019,Crimes Against SCs,0,NCRB
Fatehgarh,2020,Crimes Against SCs,88,NCRB
Fatehgarh,2021,Crimes Against SCs,100,NCRB
Fatehgarh,2022,Crimes Against SCs,192,NCRB
Fatehgarh,2023,Crimes Against SCs,39,NCRB
Fatehgarh,2016,Crimes Against STs,0,NCRB
Fatehgarh,2016,Crimes Against STs,0,NCRB
Fatehgarh,2018,Crimes Against STs,0,NCRB
Fatehgarh,2019,Crimes Against STs,79,NCRB
Fatehgarh,2020,Crimes Against STs,0,NCRB
Fatehgarh,2021,Crimes Against STs,0,NCRB
Fatehgarh,2022,Crimes Against STs,0,NCRB
Fatehgarh,2023,Crimes Against STs,0,NCRB
Fatehgarh,2016,Crimes Against Women,676,NCRB
Fatehgarh,2018,Crimes Against Women,791,NCRB
Fatehgarh,2019,Crimes Against Women,472,NCRB
Fatehgarh,2020,Crimes Against Women,366,NCRB
Fatehgarh,2021,Crimes Against Women,417,NCRB
Fatehgarh,2022,Crimes Against Women,503,NCRB
Fatehgarh,2023,Crimes Against Women,582,NCRB
Fatehgarh,2018,Cyber Crimes,43,NCRB
Fatehgarh,2019,Cyber Crimes,37,NCRB
Fatehgarh,2020,Cyber Crimes,43,NCRB
Fatehgarh,2021,Cyber Crimes,0,NCRB
Fatehgarh,2022,Cyber Crimes,113,NCRB
Fatehgarh,2023,Cyber Crimes,108,NCRB
Fatehgarh,2016,IPC Crimes,2621,NCRB
Fatehgarh,2018,IPC Crimes,2881,NCRB
Fatehgarh,2019,IPC Crimes,2364,NCRB
Fatehgarh,2020,IPC Crimes,2094,NCRB
Fatehgarh,2021,IPC Crimes,2952,NCRB
Fatehgarh,2022,IPC Crimes,3306,NCRB
Fatehgarh,2023,IPC Crimes,3309,NCRB
Fatehgarh,2018,Juvenile IPC,0,NCRB
Fatehgarh,2019,Juvenile IPC,0,NCRB
Fatehgarh,2020,Juvenile IPC,0,NCRB
Fatehgarh,2021,Juvenile IPC,0,NCRB
Fatehgarh,2022,Juvenile IPC,60,NCRB
Fatehgarh,2023,Juvenile IPC,0,NCRB
Fatehgarh,2018,Juvenile SLL,0,NCRB
Fatehgarh,2019,Juvenile SLL,0,NCRB
Fatehgarh,2020,Juvenile SLL,0,NCRB
Fatehgarh,2021,Juvenile SLL,0,NCRB
Fatehgarh,2022,Juvenile SLL,31,NCRB
Fatehgarh,2023,Juvenile SLL,0,NCRB
Fatehgarh,2018,Missing Persons,0,NCRB
Fatehgarh,2019,Missing Persons,0,NCRB
Fatehgarh,2020,Missing Persons,0,NCRB
Fatehgarh,2021,Missing Persons,62,NCRB
Fatehgarh,2022,Missing Persons,0,NCRB
Fatehgarh,2023,Missing Persons,0,NCRB
Fatehgarh,2016,SLL Crimes,2864,NCRB
Fatehgarh,2018,SLL Crimes,2571,NCRB
Fatehgarh,2019,SLL Crimes,2584,NCRB
Fatehgarh,2020,SLL Crimes,34933,NCRB
Fatehgarh,2021,SLL Crimes,2522,NCRB
Fatehgarh,2022,SLL Crimes,4864,NCRB
Fatehgarh,2023,SLL Crimes,4435,NCRB
Fatehpur,2016,Crimes Against Children,264,NCRB
Fatehpur,2018,Crimes Against Children,334,NCRB
Fatehpur,2019,Crimes Against Children,363,NCRB
Fatehpur,2020,Crimes Against Children,270,NCRB
Fatehpur,2021,Crimes Against Children,370,NCRB
Fatehpur,2022,Crimes Against Children,330,NCRB
Fatehpur,2023,Crimes Against Children,574,NCRB
Fatehpur,2016,Crimes Against SCs,226,NCRB
Fatehpur,2018,Crimes Against SCs,125,NCRB
Fatehpur,2019,Crimes Against SCs,152,NCRB
Fatehpur,2020,Crimes Against SCs,149,NCRB
Fatehpur,2021,Crimes Against SCs,190,NCRB
Fatehpur,2022,Crimes Against SCs,81,NCRB
Fatehpur,2023,Crimes Against SCs,37,NCRB
Fatehpur,2016,Crimes Against STs,36,NCRB
Fatehpur,2016,Crimes Against STs,0,NCRB
Fatehpur,2018,Crimes Against STs,0,NCRB
Fatehpur,2019,Crimes Against STs,0,NCRB
Fatehpur,2020,Crimes Against STs,0,NCRB
Fatehpur,2021,Crimes Against STs,0,NCRB
Fatehpur,2022,Crimes Against STs,0,NCRB
Fatehpur,2023,Crimes Against STs,0,NCRB
Fatehpur,2016,Crimes Against Women,560,NCRB
Fatehpur,2018,Crimes Against Women,476,NCRB
Fatehpur,2019,Crimes Against Women,490,NCRB
Fatehpur,2020,Crimes Against Women,614,NCRB
Fatehpur,2021,Crimes Against Women,571,NCRB
Fatehpur,2022,Crimes Against Women,613,NCRB
Fatehpur,2023,Crimes Against Women,717,NCRB
Fatehpur,2018,Cyber Crimes,17,NCRB
Fatehpur,2019,Cyber Crimes,48,NCRB
Fatehpur,2020,Cyber Crimes,35,NCRB
Fatehpur,2021,Cyber Crimes,60,NCRB
Fatehpur,2022,Cyber Crimes,71,NCRB
Fatehpur,2023,Cyber Crimes,69,NCRB
Fatehpur,2016,IPC Crimes,3407,NCRB
Fatehpur,2018,IPC Crimes,2913,NCRB
Fatehpur,2019,IPC Crimes,2943,NCRB
Fatehpur,2020,IPC Crimes,3543,NCRB
Fatehpur,2021,IPC Crimes,3406,NCRB
Fatehpur,2022,IPC Crimes,3801,NCRB
Fatehpur,2023,IPC Crimes,4439,NCRB
Fatehpur,2018,Juvenile IPC,39,NCRB
Fatehpur,2019,Juvenile IPC,35,NCRB
Fatehpur,2020,Juvenile IPC,55,NCRB
Fatehpur,2021,Juvenile IPC,40,NCRB
Fatehpur,2022,Juvenile IPC,31,NCRB
Fatehpur,2023,Juvenile IPC,117,NCRB
Fatehpur,2018,Juvenile SLL,10,NCRB
Fatehpur,2019,Juvenile SLL,4,NCRB
Fatehpur,2020,Juvenile SLL,7,NCRB
Fatehpur,2021,Juvenile SLL,19,NCRB
Fatehpur,2022,Juvenile SLL,44,NCRB
Fatehpur,2023,Juvenile SLL,40,NCRB
Fatehpur,2018,Missing Persons,0,NCRB
Fatehpur,2019,Missing Persons,0,NCRB
Fatehpur,2020,Missing Persons,0,NCRB
Fatehpur,2021,Missing Persons,259,NCRB
Fatehpur,2022,Missing Persons,265,NCRB
Fatehpur,2023,Missing Persons,286,NCRB
Fatehpur,2016,SLL Crimes,2532,NCRB
Fatehpur,2018,SLL Crimes,2796,NCRB
Fatehpur,2019,SLL Crimes,2621,NCRB
Fatehpur,2020,SLL Crimes,2932,NCRB
Fatehpur,2021,SLL Crimes,2536,NCRB
Fatehpur,2022,SLL Crimes,4089,NCRB
Fatehpur,2023,SLL Crimes,3702,NCRB
Firozabad,2014,Assault,410,Kaggle
Firozabad,2015,Assault,1073,Kaggle
Firozabad,2016,Assault,1034,Kaggle
Firozabad,2017,Assault,724,Kaggle
Firozabad,2018,Assault,1038,Kaggle
Firozabad,2019,Assault,876,Kaggle
Firozabad,2020,Assault,175,Kaggle
Firozabad,2021,Assault,156,Kaggle
Firozabad,2022,Assault,314,Kaggle
Firozabad,2023,Assault,57,Kaggle
Firozabad,2014,Burglary,343,Kaggle
Firozabad,2015,Burglary,108,Kaggle
Firozabad,2016,Burglary,923,Kaggle
Firozabad,2017,Burglary,80,Kaggle
Firozabad,2018,Burglary,146,Kaggle
Firozabad,2019,Burglary,206,Kaggle
Firozabad,2020,Burglary,163,Kaggle
Firozabad,2021,Burglary,586,Kaggle
Firozabad,2022,Burglary,1064,Kaggle
Firozabad,2023,Burglary,690,Kaggle
Firozabad,2016,Crimes Against Children,282,NCRB
Firozabad,2018,Crimes Against Children,429,NCRB
Firozabad,2019,Crimes Against Children,492,NCRB
Firozabad,2020,Crimes Against Children,377,NCRB
Firozabad,2021,Crimes Against Children,525,NCRB
Firozabad,2022,Crimes Against Children,696,NCRB
Firozabad,2023,Crimes Against Children,348,NCRB
Firozabad,2016,Crimes Against SCs,158,NCRB
Firozabad,2018,Crimes Against SCs,158,NCRB
Firozabad,2019,Crimes Against SCs,160,NCRB
Firozabad,2020,Crimes Against SCs,144,NCRB
Firozabad,2021,Crimes Against SCs,178,NCRB
Firozabad,2022,Crimes Against SCs,278,NCRB
Firozabad,2023,Crimes Against SCs,209,NCRB
Firozabad,2016,Crimes Against STs,0,NCRB
Firozabad,2016,Crimes Against STs,0,NCRB
Firozabad,2018,Crimes Against STs,0,NCRB
Firozabad,2019,Crimes Against STs,0,NCRB
Firozabad,2020,Crimes Against STs,0,NCRB
Firozabad,2021,Crimes Against STs,0,NCRB
Firozabad,2022,Crimes Against STs,0,NCRB
Firozabad,2023,Crimes Against STs,0,NCRB
Firozabad,2016,Crimes Against Women,688,NCRB
Firozabad,2018,Crimes Against Women,768,NCRB
Firozabad,2019,Crimes Against Women,1112,NCRB
Firozabad,2020,Crimes Against Women,913,NCRB
Firozabad,2021,Crimes Against Women,1270,NCRB
Firozabad,2022,Crimes Against Women,1823,NCRB
Firozabad,2023,Crimes Against Women,2177,NCRB
Firozabad,2018,Cyber Crimes,60,NCRB
Firozabad,2019,Cyber Crimes,88,NCRB
Firozabad,2020,Cyber Crimes,64,NCRB
Firozabad,2021,Cyber Crimes,55,NCRB
Firozabad,2022,Cyber Crimes,95,NCRB
Firozabad,2023,Cyber Crimes,78,NCRB
Firozabad,2014,Cybercrime,923,Kaggle
Firozabad,2015,Cybercrime,919,Kaggle
Firozabad,2016,Cybercrime,592,Kaggle
Firozabad,2017,Cybercrime,756,Kaggle
Firozabad,2018,Cybercrime,470,Kaggle
Firozabad,2019,Cybercrime,1169,Kaggle
Firozabad,2020,Cybercrime,506,Kaggle
Firozabad,2021,Cybercrime,1133,Kaggle
Firozabad,2022,Cybercrime,382,Kaggle
Firozabad,2023,Cybercrime,718,Kaggle
Firozabad,2014,Dowry Deaths,195,Kaggle
Firozabad,2015,Dowry Deaths,807,Kaggle
Firozabad,2016,Dowry Deaths,322,Kaggle
Firozabad,2017,Dowry Deaths,730,Kaggle
Firozabad,2018,Dowry Deaths,600,Kaggle
Firozabad,2019,Dowry Deaths,610,Kaggle
Firozabad,2020,Dowry Deaths,751,Kaggle
Firozabad,2021,Dowry Deaths,743,Kaggle
Firozabad,2022,Dowry Deaths,492,Kaggle
Firozabad,2023,Dowry Deaths,571,Kaggle
Firozabad,2014,Fraud,592,Kaggle
Firozabad,2015,Fraud,754,Kaggle
Firozabad,2016,Fraud,699,Kaggle
Firozabad,2017,Fraud,279,Kaggle
Firozabad,2018,Fraud,920,Kaggle
Firozabad,2019,Fraud,1129,Kaggle
Firozabad,2020,Fraud,433,Kaggle
Firozabad,2021,Fraud,155,Kaggle
Firozabad,2022,Fraud,653,Kaggle
Firozabad,2023,Fraud,67,Kaggle
Firozabad,2016,IPC Crimes,5173,NCRB
Firozabad,2018,IPC Crimes,4432,NCRB
Firozabad,2019,IPC Crimes,4557,NCRB
Firozabad,2020,IPC Crimes,5429,NCRB
Firozabad,2021,IPC Crimes,5720,NCRB
Firozabad,2022,IPC Crimes,8585,NCRB
Firozabad,2023,IPC Crimes,9485,NCRB
Firozabad,2018,Juvenile IPC,18,NCRB
Firozabad,2019,Juvenile IPC,26,NCRB
Firozabad,2020,Juvenile IPC,22,NCRB
Firozabad,2021,Juvenile IPC,53,NCRB
Firozabad,2022,Juvenile IPC,48,NCRB
Firozabad,2023,Juvenile IPC,0,NCRB
Firozabad,2018,Juvenile SLL,3,NCRB
Firozabad,2019,Juvenile SLL,2,NCRB
Firozabad,2020,Juvenile SLL,2,NCRB
Firozabad,2021,Juvenile SLL,3,NCRB
Firozabad,2022,Juvenile SLL,2,NCRB
Firozabad,2023,Juvenile SLL,0,NCRB
Firozabad,2014,Kidnapping,948,Kaggle
Firozabad,2015,Kidnapping,162,Kaggle
Firozabad,2016,Kidnapping,111,Kaggle
Firozabad,2017,Kidnapping,227,Kaggle
Firozabad,2018,Kidnapping,1026,Kaggle
Firozabad,2019,Kidnapping,353,Kaggle
Firozabad,2020,Kidnapping,208,Kaggle
Firozabad,2021,Kidnapping,944,Kaggle
Firozabad,2022,Kidnapping,932,Kaggle
Firozabad,2023,Kidnapping,36,Kaggle
Firozabad,2018,Missing Persons,0,NCRB
Firozabad,2019,Missing Persons,0,NCRB
Firozabad,2020,Missing Persons,0,NCRB
Firozabad,2021,Missing Persons,78,NCRB
Firozabad,2022,Missing Persons,8,NCRB
Firozabad,2023,Missing Persons,88,NCRB
Firozabad,2014,Murder,390,Kaggle
Firozabad,2015,Murder,539,Kaggle
Firozabad,2016,Murder,60,Kaggle
Firozabad,2017,Murder,297,Kaggle
Firozabad,2018,Murder,573,Kaggle
Firozabad,2019,Murder,127,Kaggle
Firozabad,2020,Murder,1125,Kaggle
Firozabad,2021,Murder,315,Kaggle
Firozabad,2022,Murder,688,Kaggle
Firozabad,2023,Murder,357,Kaggle
Firozabad,2014,Rape,481,Kaggle
Firozabad,2015,Rape,409,Kaggle
Firozabad,2016,Rape,1064,Kaggle
Firozabad,2017,Rape,243,Kaggle
Firozabad,2018,Rape,615,Kaggle
Firozabad,2019,Rape,122,Kaggle
Firozabad,2020,Rape,1193,Kaggle
Firozabad,2021,Rape,894,Kaggle
Firozabad,2022,Rape,1098,Kaggle
Firozabad,2023,Rape,174,Kaggle
Firozabad,2014,Robbery,1193,Kaggle
Firozabad,2015,Robbery,287,Kaggle
Firozabad,2016,Robbery,718,Kaggle
Firozabad,2017,Robbery,475,Kaggle
Firozabad,2018,Robbery,786,Kaggle
Firozabad,2019,Robbery,130,Kaggle
Firozabad,2020,Robbery,841,Kaggle
Firozabad,2021,Robbery,696,Kaggle
Firozabad,2022,Robbery,766,Kaggle
Firozabad,2023,Robbery,1133,Kaggle
Firozabad,2016,SLL Crimes,4120,NCRB
Firozabad,2018,SLL Crimes,4069,NCRB
Firozabad,2019,SLL Crimes,3706,NCRB
Firozabad,2020,SLL Crimes,2444,NCRB
Firozabad,2021,SLL Crimes,2421,NCRB
Firozabad,2022,SLL Crimes,2432,NCRB
Firozabad,2023,SLL Crimes,6658,NCRB
Firozabad,2014,Theft,983,Kaggle
Firozabad,2015,Theft,764,Kaggle
Firozabad,2016,Theft,626,Kaggle
Firozabad,2017,Theft,754,Kaggle
Firozabad,2018,Theft,731,Kaggle
Firozabad,2019,Theft,595,Kaggle
Firozabad,2020,Theft,639,Kaggle
Firozabad,2021,Theft,213,Kaggle
Firozabad,2022,Theft,862,Kaggle
Firozabad,2023,Theft,1017,Kaggle
G. R. P.,2016,Crimes Against Children,36,NCRB
G. R. P.,2016,Crimes Against SCs,9,NCRB
G. R. P.,2016,Crimes Against STs,0,NCRB
G. R. P.,2016,Crimes Against STs,0,NCRB
G. R. P.,2016,Crimes Against Women,109,NCRB
G. R. P.,2016,IPC Crimes,8293,NCRB
G. R. P.,2016,SLL Crimes,2625,NCRB
Gautambudh Nagar,2016,Crimes Against Children,178,NCRB
Gautambudh Nagar,2018,Crimes Against Children,153,NCRB
Gautambudh Nagar,2019,Crimes Against Children,301,NCRB
Gautambudh Nagar,2020,Crimes Against Children,144,NCRB
Gautambudh Nagar,2021,Crimes Against Children,93,NCRB
Gautambudh Nagar,2022,Crimes Against Children,145,NCRB
Gautambudh Nagar,2023,Crimes Against Children,175,NCRB
Gautambudh Nagar,2016,Crimes Against SCs,62,NCRB
Gautambudh Nagar,2018,Crimes Against SCs,42,NCRB
Gautambudh Nagar,2019,Crimes Against SCs,48,NCRB
Gautambudh Nagar,2020,Crimes Against SCs,60,NCRB
Gautambudh Nagar,2021,Crimes Against SCs,56,NCRB
Gautambudh Nagar,2022,Crimes Against SCs,47,NCRB
Gautambudh Nagar,2023,Crimes Against SCs,50,NCRB
Gautambudh Nagar,2016,Crimes Against STs,25,NCRB
Gautambudh Nagar,2016,Crimes Against STs,0,NCRB
Gautambudh Nagar,2018,Crimes Against STs,0,NCRB
Gautambudh Nagar,2019,Crimes Against STs,0,NCRB
Gautambudh Nagar,2020,Crimes Against STs,0,NCRB
Gautambudh Nagar,2021,Crimes Against STs,0,NCRB
Gautambudh Nagar,2022,Crimes Against STs,0,NCRB
Gautambudh Nagar,2023,Crimes Against STs,0,NCRB
Gautambudh Nagar,2016,Crimes Against Women,866,NCRB
Gautambudh Nagar,2018,Crimes Against Women,861,NCRB
Gautambudh Nagar,2019,Crimes Against Women,960,NCRB
Gautambudh Nagar,2020,Crimes Against Women,775,NCRB
Gautambudh Nagar,2021,Crimes Against Women,882,NCRB
Gautambudh Nagar,2022,Crimes Against Women,940,NCRB
Gautambudh Nagar,2023,Crimes Against Women,764,NCRB
Gautambudh Nagar,2018,Cyber Crimes,536,NCRB
Gautambudh Nagar,2019,Cyber Crimes,2474,NCRB
Gautambudh Nagar,2020,Cyber Crimes,1585,NCRB
Gautambudh Nagar,2021,Cyber Crimes,699,NCRB
Gautambudh Nagar,2022,Cyber Crimes,878,NCRB
Gautambudh Nagar,2023,Cyber Crimes,582,NCRB
Gautambudh Nagar,2016,IPC Crimes,9876,NCRB
Gautambudh Nagar,2018,IPC Crimes,10159,NCRB
Gautambudh Nagar,2019,IPC Crimes,12792,NCRB
Gautambudh Nagar,2020,IPC Crimes,9251,NCRB
Gautambudh Nagar,2021,IPC Crimes,12675,NCRB
Gautambudh Nagar,2022,IPC Crimes,8230,NCRB
Gautambudh Nagar,2023,IPC Crimes,8332,NCRB
Gautambudh Nagar,2018,Juvenile IPC,7,NCRB
Gautambudh Nagar,2019,Juvenile IPC,6,NCRB
Gautambudh Nagar,2020,Juvenile IPC,5,NCRB
Gautambudh Nagar,2021,Juvenile IPC,4,NCRB
Gautambudh Nagar,2022,Juvenile IPC,38,NCRB
Gautambudh Nagar,2023,Juvenile IPC,54,NCRB
Gautambudh Nagar,2018,Juvenile SLL,0,NCRB
Gautambudh Nagar,2019,Juvenile SLL,0,NCRB
Gautambudh Nagar,2020,Juvenile SLL,14,NCRB
Gautambudh Nagar,2021,Juvenile SLL,0,NCRB
